id,statuses_count,followers_count,friends_count,favourites_count,listed_count,lang,updated,ratio,result
32130104,6175,362,318,181,11,en,14-02-15 10:26,0.878453039,TRUE_account
32204918,348,262,1513,28,1,it,14-02-15 10:26,5.77480916,TRUE_account
33950570,484,232,431,10,0,en,14-02-15 10:26,1.857758621,TRUE_account
34355343,2190,46,122,15,0,it,14-02-15 10:26,2.652173913,TRUE_account
34897604,116,22,49,16,0,en,14-02-15 10:26,2.227272727,TRUE_account
35737313,482,26,73,5,0,it,14-02-15 10:26,2.807692308,TRUE_account
36190135,344,49,20,37,0,it,14-02-15 10:26,0.408163265,TRUE_account
36381609,1805,258,191,4,14,en,14-02-15 10:26,0.740310078,TRUE_account
36727238,748,85,460,80,1,en,14-02-15 10:26,5.411764706,TRUE_account
37539436,34917,1161,194,2,28,en,14-02-15 10:26,0.16709733,TRUE_account
37733715,3397,173,390,3,2,en,14-02-15 10:26,2.25433526,TRUE_account
37889070,5561,587,295,4,9,it,14-02-15 10:26,0.502555366,TRUE_account
37922072,3526,257,473,8,1,it,14-02-15 10:26,1.840466926,TRUE_account
38002859,371,413,70,9,6,it,14-02-15 10:26,0.169491525,TRUE_account
38223194,1361,149,463,289,2,it,14-02-15 10:26,3.10738255,TRUE_account
38730407,887,280,502,13,1,it,14-02-15 10:26,1.792857143,TRUE_account
38972677,3276,125,549,224,2,en,14-02-15 10:26,4.392,TRUE_account
39721490,971,48,112,8,1,it,14-02-15 10:26,2.333333333,TRUE_account
39748948,8173,231,433,413,3,it,14-02-15 10:26,1.874458874,TRUE_account
41780152,728,120,406,16,1,it,14-02-15 10:26,3.383333333,TRUE_account
41785738,350,46,115,240,1,it,14-02-15 10:26,2.5,TRUE_account
42676920,9626,508,1153,3819,0,it,14-02-15 10:26,2.269685039,TRUE_account
42754744,4736,414,1196,166,2,it,14-02-15 10:26,2.888888889,TRUE_account
43069058,732,191,656,1,1,it,14-02-15 10:26,3.434554974,TRUE_account
43870029,516,46,96,28,0,en,14-02-15 10:26,2.086956522,TRUE_account
43964510,8635,1707,1376,3266,67,en,14-02-15 10:26,0.80609256,TRUE_account
44042861,2935,184,302,1,5,es,14-02-15 10:26,1.641304348,TRUE_account
44335261,1030,369,202,1,13,it,14-02-15 10:26,0.547425474,TRUE_account
44451302,2035,209,168,216,2,en,14-02-15 10:26,0.803827751,TRUE_account
45100798,3152,162,352,23,7,it,14-02-15 10:26,2.172839506,TRUE_account
45307775,6131,488,366,1058,10,it,14-02-15 10:26,0.75,TRUE_account
45529357,3902,290,347,918,12,it,14-02-15 10:26,1.196551724,TRUE_account
45778279,4357,231,152,90,0,en,14-02-15 10:26,0.658008658,TRUE_account
46137662,18810,685,688,12,29,en,14-02-15 10:26,1.004379562,TRUE_account
46334699,3302,370,934,103,7,it,14-02-15 10:26,2.524324324,TRUE_account
47612213,160,23,227,1,0,en,14-02-15 10:26,9.869565217,TRUE_account
48034707,6002,272,336,0,15,it,14-02-15 10:26,1.235294118,TRUE_account
48182327,1781,105,427,234,0,en,14-02-15 10:26,4.066666667,TRUE_account
48652450,1184,75,138,0,0,it,14-02-15 10:26,1.84,TRUE_account
48989220,13159,501,697,79,11,it,14-02-15 10:26,1.391217565,TRUE_account
49319803,5237,245,241,115,4,en,14-02-15 10:26,0.983673469,TRUE_account
49341424,611,87,173,1,1,it,14-02-15 10:26,1.988505747,TRUE_account
49934607,835,111,768,36,0,it,14-02-15 10:26,6.918918919,TRUE_account
49977491,1187,44,136,19,1,it,14-02-15 10:26,3.090909091,TRUE_account
50571065,2185,74,345,32,1,en,14-02-15 10:26,4.662162162,TRUE_account
50585331,148,249,548,1,1,en,14-02-15 10:26,2.200803213,TRUE_account
50589337,1073,89,237,53,1,it,14-02-15 10:26,2.662921348,TRUE_account
50598277,127,23,152,1,0,en,14-02-15 10:26,6.608695652,TRUE_account
50619779,1601,147,405,9,3,it,14-02-15 10:26,2.755102041,TRUE_account
50972738,704,129,380,12,0,en,14-02-15 10:26,2.945736434,TRUE_account
51005435,57,76,650,0,0,en,14-02-15 10:26,8.552631579,TRUE_account
51015996,552,80,290,11,1,it,14-02-15 10:26,3.625,TRUE_account
51037293,4862,116,160,98,2,en,14-02-15 10:26,1.379310345,TRUE_account
51150318,1652,412,1974,4,3,it,14-02-15 10:26,4.791262136,TRUE_account
51738765,1786,63,185,342,2,en,14-02-15 10:26,2.936507937,TRUE_account
51780170,238,45,99,39,0,it,14-02-15 10:26,2.2,TRUE_account
52157135,764,99,226,22,0,it,14-02-15 10:26,2.282828283,TRUE_account
53025684,5745,641,1221,95,5,it,14-02-15 10:26,1.904836193,TRUE_account
53027768,2703,170,635,4,0,it,14-02-15 10:26,3.735294118,TRUE_account
53621838,2683,57,215,82,0,it,14-02-15 10:26,3.771929825,TRUE_account
54556442,2064,238,590,26,5,it,14-02-15 10:26,2.478991597,TRUE_account
54691030,709,116,112,124,2,it,14-02-15 10:26,0.965517241,TRUE_account
54864334,2893,160,227,71,4,it,14-02-15 10:26,1.41875,TRUE_account
54867711,1425,83,70,616,1,en,14-02-15 10:26,0.843373494,TRUE_account
54911584,246,333,1598,10,0,en,14-02-15 10:26,4.798798799,TRUE_account
55550359,519,139,454,17,3,en,14-02-15 10:26,3.26618705,TRUE_account
55590832,1876,120,146,112,0,en,14-02-15 10:26,1.216666667,TRUE_account
55819049,13774,254,192,520,5,it,14-02-15 10:26,0.755905512,TRUE_account
56326516,16195,5027,5530,6698,73,it,14-02-15 10:26,1.100059678,TRUE_account
56345134,3885,2812,1988,966,45,it,14-02-15 10:26,0.706970128,TRUE_account
56466070,9147,100,162,369,4,it,14-02-15 10:26,1.62,TRUE_account
56662794,80,54,187,46,1,it,14-02-15 10:26,3.462962963,TRUE_account
56706947,684,65,281,1,0,it,14-02-15 10:26,4.323076923,TRUE_account
56966762,351,28,76,3,1,it,14-02-15 10:26,2.714285714,TRUE_account
57365720,6351,98,75,127,4,it,14-02-15 10:26,0.765306122,TRUE_account
57928664,9372,179,723,87,0,it,14-02-15 10:26,4.039106145,TRUE_account
59083826,537,117,552,4,1,en,14-02-15 10:26,4.717948718,TRUE_account
59402800,446,84,418,4,1,it,14-02-15 10:26,4.976190476,TRUE_account
60508255,5999,258,770,14,2,it,14-02-15 10:26,2.984496124,TRUE_account
61198155,11156,148,104,18,5,it,14-02-15 10:26,0.702702703,TRUE_account
61452320,139,53,53,0,1,it,14-02-15 10:26,1,TRUE_account
61513445,567,77,171,6,0,it,14-02-15 10:26,2.220779221,TRUE_account
61794519,77,14,18,1,1,en,14-02-15 10:26,1.285714286,TRUE_account
62017536,235,78,152,55,0,it,14-02-15 10:26,1.948717949,TRUE_account
62364690,25575,1672,802,2329,52,it,14-02-15 10:26,0.479665072,TRUE_account
63517006,120,62,183,27,0,it,14-02-15 10:26,2.951612903,TRUE_account
63822625,1130,88,111,97,4,en,14-02-15 10:26,1.261363636,TRUE_account
64967572,79876,473,299,203,16,it,14-02-15 10:26,0.632135307,TRUE_account
66092090,613,46,105,46,0,it,14-02-15 10:26,2.282608696,TRUE_account
67002064,4288,126,199,5,1,en,14-02-15 10:26,1.579365079,TRUE_account
67006908,3896,369,250,20,10,en,14-02-15 10:26,0.677506775,TRUE_account
69654626,44,4,12,1,1,it,14-02-15 10:26,3,TRUE_account
69843045,2277,150,536,33,5,en,14-02-15 10:26,3.573333333,TRUE_account
69892452,326,444,620,1524,1,it,14-02-15 10:26,1.396396396,TRUE_account
70735118,3730,220,282,34,6,es,14-02-15 10:26,1.281818182,TRUE_account
71295474,2060,100,164,19,0,it,14-02-15 10:26,1.64,TRUE_account
71336448,787,63,161,43,1,en,14-02-15 10:26,2.555555556,TRUE_account
71366031,640,77,227,13,1,it,14-02-15 10:26,2.948051948,TRUE_account
71495570,2475,207,356,38,1,it,14-02-15 10:26,1.719806763,TRUE_account
71522541,1334,94,338,97,0,it,14-02-15 10:26,3.595744681,TRUE_account
71582266,1349,161,546,1609,5,it,14-02-15 10:26,3.391304348,TRUE_account
72149178,1533,96,168,46,0,en,14-02-15 10:26,1.75,TRUE_account
72314987,413,42,275,42,0,it,14-02-15 10:26,6.547619048,TRUE_account
72816504,2185,64,262,173,0,it,14-02-15 10:26,4.09375,TRUE_account
72890647,8713,563,774,6688,11,it,14-02-15 10:26,1.374777975,TRUE_account
72967193,650,95,139,2,0,it,14-02-15 10:26,1.463157895,TRUE_account
73627373,2617,128,324,63,3,it,14-02-15 10:26,2.53125,TRUE_account
73799359,268,120,429,76,0,en,14-02-15 10:26,3.575,TRUE_account
74147053,1110,179,2000,0,1,it,14-02-15 10:26,11.17318436,TRUE_account
74156552,4707,1772,1771,23,8,it,14-02-15 10:26,0.999435666,TRUE_account
74486653,1447,252,667,2,2,it,14-02-15 10:26,2.646825397,TRUE_account
74544145,3020,516,443,225,3,it,14-02-15 10:26,0.858527132,TRUE_account
75270480,302,56,156,12,4,it,14-02-15 10:26,2.785714286,TRUE_account
75320990,1809,102,392,18,1,it,14-02-15 10:26,3.843137255,TRUE_account
75386921,271,21,63,8,1,it,14-02-15 10:26,3,TRUE_account
75522479,8890,189,283,176,2,en,14-02-15 10:26,1.497354497,TRUE_account
75777355,13300,238,158,1905,5,it,14-02-15 10:26,0.663865546,TRUE_account
76286424,6212,369,198,103,5,it,14-02-15 10:26,0.536585366,TRUE_account
76982240,1570,243,761,388,9,en,14-02-15 10:26,3.131687243,TRUE_account
77165019,1111,84,601,0,3,it,14-02-15 10:26,7.154761905,TRUE_account
77243029,4812,575,860,30,18,it,14-02-15 10:26,1.495652174,TRUE_account
77528520,34098,13890,12773,85,486,en,14-02-15 10:26,0.919582433,TRUE_account
78116487,6273,588,868,16,9,it,14-02-15 10:26,1.476190476,TRUE_account
78719596,183,17,78,3,1,it,14-02-15 10:26,4.588235294,TRUE_account
80000814,8387,214,314,3049,11,en,14-02-15 10:26,1.46728972,TRUE_account
81056258,1373,281,405,127,3,en,14-02-15 10:54,1.441281139,TRUE_account
81218261,33,20,95,0,0,it,14-02-15 10:54,4.75,TRUE_account
81239268,2636,54,100,0,0,en,14-02-15 10:54,1.851851852,TRUE_account
81352611,3199,111,216,289,7,en,14-02-15 10:54,1.945945946,TRUE_account
81592426,16037,635,320,86,16,it,14-02-15 10:54,0.503937008,TRUE_account
81680710,5756,554,1853,32,10,en,14-02-15 10:54,3.344765343,TRUE_account
81915249,4712,469,1988,98,5,en,14-02-15 10:54,4.23880597,TRUE_account
82068999,1497,153,308,121,3,it,14-02-15 10:54,2.013071895,TRUE_account
82324675,1959,289,364,56,1,en,14-02-15 10:54,1.259515571,TRUE_account
82837121,7838,213,506,180,9,it,14-02-15 10:54,2.375586854,TRUE_account
83087554,1476,125,187,0,0,it,14-02-15 10:54,1.496,TRUE_account
83236897,5367,409,1159,27,25,it,14-02-15 10:54,2.833740831,TRUE_account
83338869,1407,263,414,72,4,it,14-02-15 10:54,1.574144487,TRUE_account
83581269,873,122,427,33,2,it,14-02-15 10:54,3.5,TRUE_account
84114885,2396,46,68,154,0,it,14-02-15 10:54,1.47826087,TRUE_account
84214494,1913,151,1172,171,0,en,14-02-15 10:54,7.761589404,TRUE_account
84426046,96,23,60,1,0,it,14-02-15 10:54,2.608695652,TRUE_account
84561646,540,116,220,45,1,it,14-02-15 10:54,1.896551724,TRUE_account
84596057,21069,2221,1636,944,26,it,14-02-15 10:54,0.736605133,TRUE_account
85184915,6256,517,34,264,3,it,14-02-15 10:54,0.065764023,TRUE_account
85305729,4043,126,126,98,1,it,14-02-15 10:54,1,TRUE_account
85391583,6213,245,153,0,11,it,14-02-15 10:54,0.624489796,TRUE_account
85637186,4418,111,282,146,1,it,14-02-15 10:54,2.540540541,TRUE_account
85668015,478,34,77,2,0,en,14-02-15 10:54,2.264705882,TRUE_account
85866409,6631,292,611,66,3,it,14-02-15 10:54,2.092465753,TRUE_account
86036102,93,18,186,28,0,it,14-02-15 10:54,10.33333333,TRUE_account
86353404,802,44,63,29,0,it,14-02-15 10:54,1.431818182,TRUE_account
86525417,315,44,138,9,0,en,14-02-15 10:54,3.136363636,TRUE_account
86561552,831,75,217,519,0,it,14-02-15 10:54,2.893333333,TRUE_account
86612717,277,35,139,0,1,it,14-02-15 10:54,3.971428571,TRUE_account
86741673,4082,244,294,257,0,it,14-02-15 10:54,1.204918033,TRUE_account
87654715,299,29,28,3,0,en,14-02-15 10:54,0.965517241,TRUE_account
88528666,319,40,53,1,0,it,14-02-15 10:54,1.325,TRUE_account
89237976,549,123,213,2,0,en,14-02-15 10:54,1.731707317,TRUE_account
89734891,618,22,125,207,0,it,14-02-15 10:54,5.681818182,TRUE_account
91303893,421,48,96,1,0,en,14-02-15 10:54,2,TRUE_account
92225723,1205,233,40,29,1,it,14-02-15 10:54,0.17167382,TRUE_account
92403540,1667,408372,194,4,744,it,14-02-15 10:54,0.000475057,TRUE_account
93259719,9057,504,401,3891,9,it,14-02-15 10:54,0.795634921,TRUE_account
93648877,294,30,96,4,0,en,14-02-15 10:54,3.2,TRUE_account
94841494,294,42,81,13,0,en,14-02-15 10:54,1.928571429,TRUE_account
95008519,508,479,261,0,17,it,14-02-15 10:54,0.544885177,TRUE_account
95243555,4476,612,257,267,35,it,14-02-15 10:54,0.419934641,TRUE_account
95452901,1132,131,193,4,1,it,14-02-15 10:54,1.473282443,TRUE_account
96338067,364,74,182,4,1,it,14-02-15 10:54,2.459459459,TRUE_account
96586973,1181,55,271,6,0,it,14-02-15 10:54,4.927272727,TRUE_account
98481107,360,95,213,1,0,it,14-02-15 10:54,2.242105263,TRUE_account
98913291,28,19,253,12,0,en,14-02-15 10:54,13.31578947,TRUE_account
100459808,159,27,255,2,0,en,14-02-15 10:54,9.444444444,TRUE_account
100996879,649,68,178,60,1,it,14-02-15 10:54,2.617647059,TRUE_account
101503282,2264,169,1021,30,2,it,14-02-15 10:54,6.041420118,TRUE_account
102422355,67,15,76,0,0,it,14-02-15 10:54,5.066666667,TRUE_account
102760709,3833,111,216,0,1,it,14-02-15 10:54,1.945945946,TRUE_account
103055195,76,30,96,8,0,it,14-02-15 10:54,3.2,TRUE_account
103304208,495,34,68,5,0,en,14-02-15 10:54,2,TRUE_account
104235671,2349,76,377,8,0,it,14-02-15 10:54,4.960526316,TRUE_account
104566770,10619,11089,565,776,245,it,14-02-15 10:54,0.050951393,TRUE_account
104754590,820,227,521,20,5,it,14-02-15 10:54,2.295154185,TRUE_account
104770020,758,102,254,2,2,en,14-02-15 10:54,2.490196078,TRUE_account
104775098,1065,144,543,156,0,it,14-02-15 10:54,3.770833333,TRUE_account
104818930,380,65,186,1,0,it,14-02-15 10:54,2.861538462,TRUE_account
104897833,9971,1271,619,10146,15,it,14-02-15 10:54,0.487018096,TRUE_account
105128951,117,53,56,1,2,en,14-02-15 10:54,1.056603774,TRUE_account
105429377,14467,1612,1581,431,10,it,14-02-15 10:54,0.980769231,TRUE_account
105496654,1869,95,135,42,0,it,14-02-15 10:54,1.421052632,TRUE_account
106456147,504,133,270,1,3,it,14-02-15 10:54,2.030075188,TRUE_account
107216254,360,190,620,12,0,it,14-02-15 10:54,3.263157895,TRUE_account
107421428,2620,357,826,17,1,it,14-02-15 10:54,2.31372549,TRUE_account
107990833,3461,239,348,458,4,it,14-02-15 10:54,1.456066946,TRUE_account
108148833,9966,115,454,60,10,en,14-02-15 10:54,3.947826087,TRUE_account
108557681,2765,2698,261,56,159,en,14-02-15 10:54,0.096738325,TRUE_account
109079114,24057,1076,840,69,36,it,14-02-15 10:54,0.780669145,TRUE_account
110273768,30909,2818,3032,1981,87,en,14-02-15 10:54,1.075940383,TRUE_account
110439086,2685,68,258,585,1,it,14-02-15 10:54,3.794117647,TRUE_account
110942781,161,72,14,3,2,it,14-02-15 10:54,0.194444444,TRUE_account
111354131,2656,95,174,224,3,en,14-02-15 10:54,1.831578947,TRUE_account
111924058,16955,3286,2743,2,87,it,14-02-15 10:54,0.8347535,TRUE_account
112745297,4067,777,1995,347,22,en,14-02-15 10:54,2.567567568,TRUE_account
113487244,4190,140,190,46,0,en,14-02-15 10:54,1.357142857,TRUE_account
113746083,14246,932,781,4047,30,it,14-02-15 10:54,0.837982833,TRUE_account
114467204,594,44,91,0,0,it,14-02-15 10:54,2.068181818,TRUE_account
114541436,360,81,182,78,0,it,14-02-15 10:54,2.24691358,TRUE_account
115340992,707,27,59,1,1,it,14-02-15 10:54,2.185185185,TRUE_account
115349856,444,125,452,16,4,en,14-02-15 10:54,3.616,TRUE_account
115955798,15131,2107,1898,1170,28,it,14-02-15 10:54,0.900806834,TRUE_account
116190007,5936,200,461,81,4,it,14-02-15 10:54,2.305,TRUE_account
116538160,540,57,104,14,0,it,14-02-15 10:54,1.824561404,TRUE_account
117463248,889,201,500,7,5,en,14-02-15 10:54,2.487562189,TRUE_account
117708359,3980,625,268,267,8,it,14-02-15 10:54,0.4288,TRUE_account
117755159,5558,872,625,3146,7,it,14-02-15 10:54,0.716743119,TRUE_account
118024286,1656,126,650,20,0,it,14-02-15 10:54,5.158730159,TRUE_account
118339229,3139,237,487,32,7,it,14-02-15 10:54,2.054852321,TRUE_account
118898139,5660,554,937,6,23,it,14-02-15 10:54,1.69133574,TRUE_account
119065059,476,347,431,4,8,en,14-02-15 10:54,1.242074928,TRUE_account
123582130,63,10,41,10,0,en,14-02-15 10:54,4.1,TRUE_account
123912727,621,25,135,2,0,it,14-02-15 10:54,5.4,TRUE_account
124439362,160,53,487,1,1,en,14-02-15 10:54,9.188679245,TRUE_account
124578978,9410,577,776,448,7,it,14-02-15 10:54,1.344887348,TRUE_account
125088832,777,87,305,0,2,it,14-02-15 10:54,3.505747126,TRUE_account
126727689,10378,286,538,321,3,it,14-02-15 10:54,1.881118881,TRUE_account
126737626,622,49,218,7,1,it,14-02-15 10:54,4.448979592,TRUE_account
128587032,1550,235,533,5,3,it,14-02-15 10:54,2.268085106,TRUE_account
129214047,6634,326,423,136,1,it,14-02-15 10:54,1.297546012,TRUE_account
129586152,112,154,257,0,1,en,14-02-15 10:54,1.668831169,TRUE_account
130766020,1671,86,80,50,2,it,14-02-15 10:54,0.930232558,TRUE_account
131435310,887,547,1416,179,2,it,14-02-15 10:54,2.588665448,TRUE_account
132104173,36944,582,437,702,10,it,14-02-15 10:54,0.750859107,TRUE_account
132128902,200,43,203,2,2,it,14-02-15 10:54,4.720930233,TRUE_account
132182052,104,63,295,0,1,it,14-02-15 10:54,4.682539683,TRUE_account
132621562,101,22,29,3,0,it,14-02-15 10:54,1.318181818,TRUE_account
132888488,1358,119,626,136,0,it,14-02-15 10:54,5.260504202,TRUE_account
132983450,288,11,68,9,0,it,14-02-15 10:54,6.181818182,TRUE_account
133447001,883,1047,1516,7,10,it,14-02-15 10:54,1.447946514,TRUE_account
134526134,8662,172,115,31,1,it,14-02-15 10:54,0.668604651,TRUE_account
134803800,1352,1403,1442,287,6,it,14-02-15 10:54,1.027797577,TRUE_account
135111235,639,136,471,12,1,it,14-02-15 10:54,3.463235294,TRUE_account
135248338,441,36,166,0,0,it,14-02-15 10:54,4.611111111,TRUE_account
135441917,5369,300,102,28,3,it,14-02-15 10:54,0.34,TRUE_account
135525784,30010,478,261,659,13,en,14-02-15 10:54,0.546025105,TRUE_account
135894129,3366,78,215,6,0,it,14-02-15 10:54,2.756410256,TRUE_account
136622745,1529,315,706,1409,1,it,14-02-15 10:54,2.241269841,TRUE_account
136692380,2212,117,287,2,2,es,14-02-15 10:54,2.452991453,TRUE_account
137390297,252,53,411,6,0,it,14-02-15 10:54,7.754716981,TRUE_account
138322603,272,106,232,106,0,it,14-02-15 10:54,2.188679245,TRUE_account
138438793,3088,221,561,723,0,it,14-02-15 10:54,2.538461538,TRUE_account
138529938,629,61,179,236,1,it,14-02-15 10:54,2.93442623,TRUE_account
138867555,3134,162,369,422,5,it,14-02-15 10:54,2.277777778,TRUE_account
140030010,4145,3137,142,24,58,it,14-02-15 10:54,0.045266178,TRUE_account
140191830,236,71,109,225,0,it,14-02-15 10:54,1.535211268,TRUE_account
140410819,520,101,286,98,1,it,14-02-15 10:54,2.831683168,TRUE_account
141669233,9824,195,117,102,8,it,14-02-15 10:54,0.6,TRUE_account
142238323,493,300,310,3,6,it,14-02-15 10:54,1.033333333,TRUE_account
142335653,6475,438,938,983,3,it,14-02-15 10:54,2.141552511,TRUE_account
143990497,137,13,48,4,0,it,14-02-15 10:54,3.692307692,TRUE_account
144207876,1257,160,243,259,1,it,14-02-15 10:54,1.51875,TRUE_account
144305807,5671,210,235,161,3,it,14-02-15 10:54,1.119047619,TRUE_account
145748083,1149,45,85,19,0,it,14-02-15 10:54,1.888888889,TRUE_account
146093361,4323,80,40,99,2,it,14-02-15 10:54,0.5,TRUE_account
148536610,1063,88,228,35,1,en,14-02-15 10:54,2.590909091,TRUE_account
149278846,106,74,334,0,0,it,14-02-15 10:54,4.513513514,TRUE_account
150026364,1368,252,627,98,1,it,14-02-15 10:54,2.488095238,TRUE_account
150307637,770,42,149,28,0,it,14-02-15 10:54,3.547619048,TRUE_account
150983977,5755,201,165,3,0,it,14-02-15 10:54,0.820895522,TRUE_account
151590831,3907,315,460,31,5,it,14-02-15 10:54,1.46031746,TRUE_account
151602547,1465,61,158,38,2,it,14-02-15 10:54,2.590163934,TRUE_account
151832482,3653,84,118,23,0,it,14-02-15 10:54,1.404761905,TRUE_account
153094652,3569,127,290,4,3,it,14-02-15 10:54,2.283464567,TRUE_account
153324815,8707,1053,448,400,30,it,14-02-15 10:54,0.425451092,TRUE_account
154267358,1254,54,219,2,0,it,14-02-15 10:54,4.055555556,TRUE_account
154624409,257,43,64,15,0,it,14-02-15 10:54,1.488372093,TRUE_account
